Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)                                                                         
    0, 3.965E+00, 3.916E+02, 1.887E+02, 2.682E+02, 7.946E+01, 1.490E+02, 3.037E+01, 0.000E+00, 1.088E+02, 1.129E+01, 2.384E-02, 0.000E+00, 0.000E+00, 1.231E+03
