s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 3.0155756E+001, 6.1252402E+001,-1.4309125E+001, 5.9889848E-001,-1.1855872E+001, 1.2904049E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5218817E+001, 3.5699208E+001, 3.3346303E-003, 3.3346303E-003
 3.0255484E+001, 6.1036977E+001,-1.4392712E+001, 5.9383654E-001,-1.1860051E+001, 1.2903407E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5529366E+001, 3.5390953E+001, 3.3346303E-003, 3.3346303E-003
 3.0405073E+001, 6.0593679E+001,-1.4565641E+001, 5.8348922E-001,-1.1860521E+001, 1.2897947E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5026702E+001, 3.4763904E+001, 3.3346303E-003, 3.3346303E-003
 3.0504801E+001, 6.0123592E+001,-1.4679494E+001, 5.7399280E-001,-1.1855930E+001, 1.2893311E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4322667E+001, 3.4175054E+001, 3.3346303E-003, 3.3346303E-003
 3.0604528E+001, 5.9833745E+001,-1.4563356E+001, 5.7118925E-001,-1.1855927E+001, 1.2901741E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4066129E+001, 3.3998553E+001, 3.3346303E-003, 3.3346303E-003
 3.0754120E+001, 5.9565064E+001,-1.4262750E+001, 5.7147662E-001,-1.1865872E+001, 1.2906100E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3954018E+001, 3.4020825E+001, 3.3346303E-003, 3.3346303E-003
 3.0853848E+001, 5.9582203E+001,-1.4126578E+001, 5.7356968E-001,-1.1879770E+001, 1.2907330E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4120927E+001, 3.4162332E+001, 3.3346303E-003, 3.3346303E-003
 3.1003439E+001, 5.9842275E+001,-1.4354655E+001, 5.7367282E-001,-1.1893359E+001, 1.2908921E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4161950E+001, 3.4180843E+001, 3.3346303E-003, 3.3346303E-003
 3.1103167E+001, 6.0252615E+001,-1.4740221E+001, 5.7380415E-001,-1.1903951E+001, 1.2910578E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4172260E+001, 3.4195158E+001, 3.3346303E-003, 3.3346303E-003
 3.1202892E+001, 6.0352963E+001,-1.5093847E+001, 5.6941515E-001,-1.1908424E+001, 1.2911001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4076623E+001, 3.3933018E+001, 3.3346303E-003, 3.3346303E-003
 3.1352484E+001, 6.0272464E+001,-1.4948899E+001, 5.7038724E-001,-1.1914689E+001, 1.2908563E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3879715E+001, 3.3992171E+001, 3.3346303E-003, 3.3346303E-003
 3.1452211E+001, 6.0371304E+001,-1.4412980E+001, 5.8100503E-001,-1.1933758E+001, 1.2900380E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4326446E+001, 3.4618471E+001, 3.3346303E-003, 3.3346303E-003
 3.1601803E+001, 6.0426084E+001,-1.4179442E+001, 5.8560812E-001,-1.1965531E+001, 1.2910456E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4803150E+001, 3.4879630E+001, 3.3346303E-003, 3.3346303E-003
 3.1706516E+001, 6.0104202E+001,-1.4021512E+001, 5.8234500E-001,-1.1996774E+001, 1.2919487E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4810997E+001, 3.4681181E+001, 3.3346303E-003, 3.3346303E-003
 3.1816217E+001, 6.0035009E+001,-1.3953104E+001, 5.8210650E-001,-1.2006894E+001, 1.2922933E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4644319E+001, 3.4670040E+001, 3.3346303E-003, 3.3346303E-003
 3.1925917E+001, 5.9811038E+001,-1.4060461E+001, 5.7671901E-001,-1.2000805E+001, 1.2924994E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4489058E+001, 3.4339416E+001, 3.3346303E-003, 3.3346303E-003
 3.2090466E+001, 5.9653214E+001,-1.4018093E+001, 5.7498991E-001,-1.1990057E+001, 1.2925514E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4160488E+001, 3.4232980E+001, 3.3346303E-003, 3.3346303E-003
 3.2200169E+001, 5.9484003E+001,-1.3587704E+001, 5.7914408E-001,-1.1996845E+001, 1.2924108E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4393415E+001, 3.4491522E+001, 3.3346303E-003, 3.3346303E-003
 3.2298428E+001, 6.0226278E+001,-1.3576635E+001, 5.9156957E-001,-1.2014925E+001, 1.2921983E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5004972E+001, 3.5239209E+001, 3.3346303E-003, 3.3346303E-003
 3.2445816E+001, 5.9934324E+001,-1.3760020E+001, 5.8270394E-001,-1.2048734E+001, 1.2918637E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4838746E+001, 3.4721193E+001, 3.3346303E-003, 3.3346303E-003
 3.2544075E+001, 5.9774031E+001,-1.3919246E+001, 5.7653872E-001,-1.2085637E+001, 1.2913933E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4418860E+001, 3.4358600E+001, 3.3346303E-003, 3.3346303E-003
 3.2642338E+001, 5.9743184E+001,-1.3929408E+001, 5.7529162E-001,-1.2111822E+001, 1.2908895E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4344389E+001, 3.4290154E+001, 3.3346303E-003, 3.3346303E-003
 3.2789726E+001, 5.9738239E+001,-1.4065377E+001, 5.7233974E-001,-1.2141456E+001, 1.2901910E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4213770E+001, 3.4116647E+001, 3.3346303E-003, 3.3346303E-003
 3.2887985E+001, 5.9780250E+001,-1.4450970E+001, 5.6542458E-001,-1.2195116E+001, 1.2895542E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3800916E+001, 3.3712484E+001, 3.3346303E-003, 3.3346303E-003
 3.3035378E+001, 5.9881242E+001,-1.4725239E+001, 5.6107695E-001,-1.2270625E+001, 1.2891902E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3547111E+001, 3.3459347E+001, 3.3346303E-003, 3.3346303E-003
 3.3133636E+001, 6.0105247E+001,-1.5174545E+001, 5.5638553E-001,-1.2319848E+001, 1.2890881E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3193130E+001, 3.3180130E+001, 3.3346303E-003, 3.3346303E-003
 3.3281025E+001, 6.0306715E+001,-1.5436903E+001, 5.5522499E-001,-1.2336844E+001, 1.2893307E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3131188E+001, 3.3101086E+001, 3.3346303E-003, 3.3346303E-003
 3.3379288E+001, 6.0431689E+001,-1.5737662E+001, 5.5232950E-001,-1.2341217E+001, 1.2899692E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3004724E+001, 3.2918038E+001, 3.3346303E-003, 3.3346303E-003
 3.3526676E+001, 6.0514256E+001,-1.5648917E+001, 5.5545209E-001,-1.2338471E+001, 1.2906099E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2990424E+001, 3.3095226E+001, 3.3346303E-003, 3.3346303E-003
 3.3624935E+001, 6.0510883E+001,-1.5463141E+001, 5.5877440E-001,-1.2338263E+001, 1.2909749E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3220081E+001, 3.3281164E+001, 3.3346303E-003, 3.3346303E-003
 3.3723194E+001, 6.0306262E+001,-1.5083115E+001, 5.6194599E-001,-1.2340974E+001, 1.2910711E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3312634E+001, 3.3457030E+001, 3.3346303E-003, 3.3346303E-003
 3.3875500E+001, 5.9681827E+001,-1.4667072E+001, 5.5853050E-001,-1.2340005E+001, 1.2910879E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3527918E+001, 3.3246191E+001, 3.3346303E-003, 3.3346303E-003
 3.3983585E+001, 5.9128761E+001,-1.4358244E+001, 5.5434603E-001,-1.2335954E+001, 1.2912025E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2748865E+001, 3.3001822E+001, 3.3346303E-003, 3.3346303E-003
 3.4091671E+001, 5.9204627E+001,-1.4161999E+001, 5.5872654E-001,-1.2341768E+001, 1.2914907E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3120692E+001, 3.3272502E+001, 3.3346303E-003, 3.3346303E-003
 3.4253799E+001, 5.9624372E+001,-1.4290851E+001, 5.6333368E-001,-1.2352289E+001, 1.2921199E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3436568E+001, 3.3557486E+001, 3.3346303E-003, 3.3346303E-003
 3.4361885E+001, 6.0140056E+001,-1.4725215E+001, 5.6457271E-001,-1.2358415E+001, 1.2928855E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3620159E+001, 3.3633928E+001, 3.3346303E-003, 3.3346303E-003
 3.4469971E+001, 6.0398267E+001,-1.4929815E+001, 5.6533530E-001,-1.2364558E+001, 1.2934334E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3643967E+001, 3.3682163E+001, 3.3346303E-003, 3.3346303E-003
 3.4578056E+001, 6.0616911E+001,-1.4759305E+001, 5.7169084E-001,-1.2382895E+001, 1.2937805E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3828170E+001, 3.4059341E+001, 3.3346303E-003, 3.3346303E-003
 3.4686142E+001, 6.0700279E+001,-1.4427244E+001, 5.7824731E-001,-1.2413913E+001, 1.2938736E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4240602E+001, 3.4450308E+001, 3.3346303E-003, 3.3346303E-003
 3.4848270E+001, 6.0641947E+001,-1.4258879E+001, 5.7967563E-001,-1.2448375E+001, 1.2937050E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4544214E+001, 3.4527305E+001, 3.3346303E-003, 3.3346303E-003
 3.4956356E+001, 6.0454776E+001,-1.4517699E+001, 5.7216491E-001,-1.2450627E+001, 1.2934125E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4244238E+001, 3.4071549E+001, 3.3346303E-003, 3.3346303E-003
 3.5064442E+001, 6.0235724E+001,-1.4520057E+001, 5.6878790E-001,-1.2432152E+001, 1.2930616E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3932334E+001, 3.3865234E+001, 3.3346303E-003, 3.3346303E-003
 3.5172527E+001, 6.0002956E+001,-1.4346382E+001, 5.6812013E-001,-1.2413376E+001, 1.2925617E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3850812E+001, 3.3824243E+001, 3.3346303E-003, 3.3346303E-003
 3.5280617E+001, 5.9819021E+001,-1.4317508E+001, 5.6555643E-001,-1.2405062E+001, 1.2919650E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3746302E+001, 3.3674927E+001, 3.3346303E-003, 3.3346303E-003
 3.5442745E+001, 5.9630606E+001,-1.4166150E+001, 5.6489836E-001,-1.2411160E+001, 1.2911857E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3577098E+001, 3.3631107E+001, 3.3346303E-003, 3.3346303E-003
 3.5550831E+001, 5.9498144E+001,-1.4001910E+001, 5.6495954E-001,-1.2437526E+001, 1.2904430E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3671584E+001, 3.3636573E+001, 3.3346303E-003, 3.3346303E-003
 3.5658916E+001, 5.9481896E+001,-1.4003285E+001, 5.6383121E-001,-1.2479184E+001, 1.2898140E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3554549E+001, 3.3576156E+001, 3.3346303E-003, 3.3346303E-003
 3.5767002E+001, 5.9554630E+001,-1.4018731E+001, 5.6389844E-001,-1.2529033E+001, 1.2890320E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3506006E+001, 3.3583655E+001, 3.3346303E-003, 3.3346303E-003
 3.5917614E+001, 6.0100244E+001,-1.3779525E+001, 5.7637941E-001,-1.2577173E+001, 1.2880304E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4073120E+001, 3.4332805E+001, 3.3346303E-003, 3.3346303E-003
 3.6014183E+001, 6.0093190E+001,-1.4001552E+001, 5.7198629E-001,-1.2601318E+001, 1.2880357E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4277684E+001, 3.4075187E+001, 3.3346303E-003, 3.3346303E-003
 3.6159039E+001, 5.9925250E+001,-1.4128807E+001, 5.6675572E-001,-1.2603978E+001, 1.2889903E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3893709E+001, 3.3772111E+001, 3.3346303E-003, 3.3346303E-003
 3.6255611E+001, 5.9857440E+001,-1.4459560E+001, 5.5984824E-001,-1.2609085E+001, 1.2897073E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3430069E+001, 3.3361540E+001, 3.3346303E-003, 3.3346303E-003
 3.6400463E+001, 5.9893847E+001,-1.4704384E+001, 5.5646213E-001,-1.2599337E+001, 1.2899946E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3174096E+001, 3.3159488E+001, 3.3346303E-003, 3.3346303E-003
 3.6497036E+001, 5.9997013E+001,-1.4682500E+001, 5.5895300E-001,-1.2578117E+001, 1.2900804E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3290835E+001, 3.3308249E+001, 3.3346303E-003, 3.3346303E-003
 3.6641891E+001, 6.0154481E+001,-1.4689659E+001, 5.6174615E-001,-1.2563727E+001, 1.2904414E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3413573E+001, 3.3475746E+001, 3.3346303E-003, 3.3346303E-003
 3.6738461E+001, 6.0315124E+001,-1.4749059E+001, 5.6330514E-001,-1.2571088E+001, 1.2912570E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3484256E+001, 3.3571195E+001, 3.3346303E-003, 3.3346303E-003
 3.6883316E+001, 6.0438108E+001,-1.4901231E+001, 5.6241675E-001,-1.2596870E+001, 1.2920841E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3548983E+001, 3.3515344E+001, 3.3346303E-003, 3.3346303E-003
 3.6979885E+001, 6.0477066E+001,-1.4856733E+001, 5.6356628E-001,-1.2619278E+001, 1.2926418E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3406138E+001, 3.3577547E+001, 3.3346303E-003, 3.3346303E-003
 3.7129570E+001, 6.0215348E+001,-1.4731753E+001, 5.6122716E-001,-1.2627487E+001, 1.2929511E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3695699E+001, 3.3430265E+001, 3.3346303E-003, 3.3346303E-003
 3.7235798E+001, 5.9836461E+001,-1.4720577E+001, 5.5519624E-001,-1.2620448E+001, 1.2931052E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2947268E+001, 3.3063563E+001, 3.3346303E-003, 3.3346303E-003
 3.7342022E+001, 5.9817177E+001,-1.4815438E+001, 5.5336382E-001,-1.2616936E+001, 1.2930888E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3017834E+001, 3.2951097E+001, 3.3346303E-003, 3.3346303E-003
 3.7448250E+001, 5.9714972E+001,-1.4910084E+001, 5.4997300E-001,-1.2620952E+001, 1.2929320E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2828326E+001, 3.2746838E+001, 3.3346303E-003, 3.3346303E-003
 3.7607590E+001, 5.9641226E+001,-1.4686671E+001, 5.5217925E-001,-1.2636977E+001, 1.2925193E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2775003E+001, 3.2882681E+001, 3.3346303E-003, 3.3346303E-003
 3.7713818E+001, 5.9634765E+001,-1.4485654E+001, 5.5489670E-001,-1.2658184E+001, 1.2919588E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3004104E+001, 3.3058742E+001, 3.3346303E-003, 3.3346303E-003
 3.7820045E+001, 5.9698593E+001,-1.4638284E+001, 5.5293031E-001,-1.2677175E+001, 1.2914926E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3024128E+001, 3.2948980E+001, 3.3346303E-003, 3.3346303E-003
 3.7926273E+001, 5.9800387E+001,-1.4768370E+001, 5.5208383E-001,-1.2694899E+001, 1.2911118E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2874496E+001, 3.2902113E+001, 3.3346303E-003, 3.3346303E-003
 3.8085613E+001, 5.9916976E+001,-1.4809902E+001, 5.5298670E-001,-1.2715041E+001, 1.2908285E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2914100E+001, 3.2957928E+001, 3.3346303E-003, 3.3346303E-003
 3.8191841E+001, 6.0053484E+001,-1.4987520E+001, 5.5204544E-001,-1.2734834E+001, 1.2906958E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2868328E+001, 3.2896082E+001, 3.3346303E-003, 3.3346303E-003
 3.8298069E+001, 6.0188548E+001,-1.4903135E+001, 5.5551571E-001,-1.2749890E+001, 1.2906891E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3024086E+001, 3.3103946E+001, 3.3346303E-003, 3.3346303E-003
 3.8404293E+001, 6.0278643E+001,-1.4769836E+001, 5.5899176E-001,-1.2765789E+001, 1.2907850E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3154810E+001, 3.3314918E+001, 3.3346303E-003, 3.3346303E-003
 3.8563637E+001, 6.0334748E+001,-1.4838715E+001, 5.5818271E-001,-1.2799464E+001, 1.2909733E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3295665E+001, 3.3267661E+001, 3.3346303E-003, 3.3346303E-003
 3.8669861E+001, 6.0334182E+001,-1.4912902E+001, 5.5621495E-001,-1.2844544E+001, 1.2911215E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3216547E+001, 3.3145862E+001, 3.3346303E-003, 3.3346303E-003
 3.8776089E+001, 6.0263338E+001,-1.4973007E+001, 5.5342947E-001,-1.2883669E+001, 1.2911666E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2995538E+001, 3.2973004E+001, 3.3346303E-003, 3.3346303E-003
 3.8882317E+001, 6.0134500E+001,-1.5083766E+001, 5.4883926E-001,-1.2921032E+001, 1.2911495E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2798214E+001, 3.2691453E+001, 3.3346303E-003, 3.3346303E-003
 3.9041656E+001, 5.9953468E+001,-1.5049792E+001, 5.4576137E-001,-1.2958373E+001, 1.2910504E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2536924E+001, 3.2503974E+001, 3.3346303E-003, 3.3346303E-003
 3.9147884E+001, 5.9845125E+001,-1.5022280E+001, 5.4391986E-001,-1.2985382E+001, 1.2908639E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2451714E+001, 3.2394293E+001, 3.3346303E-003, 3.3346303E-003
 3.9254112E+001, 5.9862914E+001,-1.5141378E+001, 5.4180050E-001,-1.3005821E+001, 1.2906325E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2280700E+001, 3.2270422E+001, 3.3346303E-003, 3.3346303E-003
 3.9360340E+001, 5.9916121E+001,-1.5092641E+001, 5.4292889E-001,-1.3033639E+001, 1.2903556E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2248554E+001, 3.2345673E+001, 3.3346303E-003, 3.3346303E-003
 3.9519680E+001, 5.9984797E+001,-1.4909064E+001, 5.4657560E-001,-1.3066810E+001, 1.2902644E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2474013E+001, 3.2568401E+001, 3.3346303E-003, 3.3346303E-003
 3.9625908E+001, 5.9986263E+001,-1.4444425E+001, 5.5420699E-001,-1.3083526E+001, 1.2905726E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2822553E+001, 3.3025425E+001, 3.3346303E-003, 3.3346303E-003
 3.9732132E+001, 5.9916548E+001,-1.4534748E+001, 5.5143284E-001,-1.3087111E+001, 1.2908427E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2955256E+001, 3.2859031E+001, 3.3346303E-003, 3.3346303E-003
 3.9891476E+001, 5.9931790E+001,-1.5016629E+001, 5.4339276E-001,-1.3092427E+001, 1.2910254E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2525092E+001, 3.2379036E+001, 3.3346303E-003, 3.3346303E-003
 3.9992359E+001, 6.0276967E+001,-1.5227133E+001, 5.4553443E-001,-1.3102618E+001, 1.2912618E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2237282E+001, 3.2505663E+001, 3.3346303E-003, 3.3346303E-003
 4.0087906E+001, 6.0405594E+001,-1.5382015E+001, 5.4494186E-001,-1.3120543E+001, 1.2916270E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2667555E+001, 3.2460894E+001, 3.3346303E-003, 3.3346303E-003
 4.0231220E+001, 6.0098674E+001,-1.5348813E+001, 5.4001028E-001,-1.3143978E+001, 1.2920663E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2234620E+001, 3.2158814E+001, 3.3346303E-003, 3.3346303E-003
 4.0326767E+001, 5.9937880E+001,-1.5257137E+001, 5.3861148E-001,-1.3159758E+001, 1.2923283E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2023502E+001, 3.2072520E+001, 3.3346303E-003, 3.3346303E-003
 4.0470085E+001, 5.9956925E+001,-1.5064523E+001, 5.4207120E-001,-1.3164406E+001, 1.2923930E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2172577E+001, 3.2282992E+001, 3.3346303E-003, 3.3346303E-003
 4.0565628E+001, 6.0024793E+001,-1.4886214E+001, 5.4613452E-001,-1.3168521E+001, 1.2923864E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2436872E+001, 3.2529116E+001, 3.3346303E-003, 3.3346303E-003
 4.0708946E+001, 6.0219889E+001,-1.4942515E+001, 5.4832181E-001,-1.3173693E+001, 1.2923950E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2600060E+001, 3.2664927E+001, 3.3346303E-003, 3.3346303E-003
 4.0804493E+001, 6.0399176E+001,-1.5071969E+001, 5.4898212E-001,-1.3179214E+001, 1.2924508E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2678647E+001, 3.2709899E+001, 3.3346303E-003, 3.3346303E-003
 4.0947807E+001, 6.0464287E+001,-1.5194759E+001, 5.4804795E-001,-1.3182340E+001, 1.2925712E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2680389E+001, 3.2648161E+001, 3.3346303E-003, 3.3346303E-003
 4.1043354E+001, 6.0369951E+001,-1.5327728E+001, 5.4444970E-001,-1.3176295E+001, 1.2927117E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2500236E+001, 3.2423305E+001, 3.3346303E-003, 3.3346303E-003
 4.1201004E+001, 5.9587382E+001,-1.5239995E+001, 5.3303418E-001,-1.3156398E+001, 1.2927543E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1878680E+001, 3.1736950E+001, 3.3346303E-003, 3.3346303E-003
 4.1306103E+001, 5.9648080E+001,-1.5084524E+001, 5.3693140E-001,-1.3140173E+001, 1.2926725E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1895831E+001, 3.1973241E+001, 3.3346303E-003, 3.3346303E-003
 4.1411201E+001, 5.9671641E+001,-1.4932041E+001, 5.3989582E-001,-1.3141803E+001, 1.2926099E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2028546E+001, 3.2150620E+001, 3.3346303E-003, 3.3346303E-003
 4.1568851E+001, 5.9729772E+001,-1.4844004E+001, 5.4220539E-001,-1.3149322E+001, 1.2926601E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2256483E+001, 3.2291578E+001, 3.3346303E-003, 3.3346303E-003
 4.1673950E+001, 5.9871071E+001,-1.4982225E+001, 5.4209953E-001,-1.3153741E+001, 1.2928753E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2220445E+001, 3.2290133E+001, 3.3346303E-003, 3.3346303E-003
 4.1779049E+001, 5.9987381E+001,-1.4953224E+001, 5.4444976E-001,-1.3155719E+001, 1.2931083E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2349225E+001, 3.2435819E+001, 3.3346303E-003, 3.3346303E-003
 4.1884148E+001, 6.0056448E+001,-1.4783030E+001, 5.4842658E-001,-1.3159995E+001, 1.2932970E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2564711E+001, 3.2674782E+001, 3.3346303E-003, 3.3346303E-003
 4.2041798E+001, 6.0090919E+001,-1.4808031E+001, 5.4849379E-001,-1.3169053E+001, 1.2933579E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2639900E+001, 3.2675263E+001, 3.3346303E-003, 3.3346303E-003
 4.2146896E+001, 6.0148481E+001,-1.4870314E+001, 5.4815854E-001,-1.3184158E+001, 1.2932124E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2658296E+001, 3.2655100E+001, 3.3346303E-003, 3.3346303E-003
 4.2251995E+001, 6.0145830E+001,-1.5004312E+001, 5.4555329E-001,-1.3199812E+001, 1.2929712E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2614704E+001, 3.2500190E+001, 3.3346303E-003, 3.3346303E-003
 4.2409645E+001, 6.0043494E+001,-1.5033492E+001, 5.4317898E-001,-1.3215731E+001, 1.2925250E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2354584E+001, 3.2350374E+001, 3.3346303E-003, 3.3346303E-003
 4.2514744E+001, 5.9942223E+001,-1.5096342E+001, 5.4043355E-001,-1.3226348E+001, 1.2919148E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2234522E+001, 3.2172886E+001, 3.3346303E-003, 3.3346303E-003
 4.2619843E+001, 5.9802340E+001,-1.4977312E+001, 5.4013351E-001,-1.3231012E+001, 1.2914780E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2135330E+001, 3.2147064E+001, 3.3346303E-003, 3.3346303E-003
 4.2724945E+001, 5.9692163E+001,-1.4556736E+001, 5.4542813E-001,-1.3231634E+001, 1.2913382E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2303333E+001, 3.2462135E+001, 3.3346303E-003, 3.3346303E-003
